-3.9477,-6.5637,-1.3317
-4.7965,-7.5504,-2.0427
-5.1022,-8.1446,-2.0598
-4.5611,-7.9076,-1.2147
-3.2846,-6.8395,0.27021
-1.6506,-5.3106,2.0093
-0.019353,-3.7164,3.6777
1.4144,-2.2779,5.1068
2.5998,-1.0532,6.2527
3.5518,-0.027496,7.1311
4.3055,0.82717,7.7838
4.9103,1.5471,8.2735
5.4332,2.1876,8.6789
5.9456,2.8149,9.0763
6.5006,3.4809,9.5202
7.1184,4.2026,10.034
7.7876,4.9622,10.613
8.4734,5.7172,11.23
9.1303,6.4138,11.847
9.7135,7.0011,12.426
10.18,7.4345,12.925
10.473,7.6485,13.298
10.501,7.5117,13.49
10.105,6.7907,13.419
9.0507,5.1793,12.922
7.063,2.425,11.701
3.935,-1.5133,9.3834
-0.28658,-6.3529,5.7797
-5.1432,-11.471,1.1847
-9.7873,-16.049,-3.5258
-13.273,-19.341,-7.2049
-14.974,-20.89,-9.0577
-14.834,-20.611,-9.0576
-13.292,-18.822,-7.7619
-10.985,-16.134,-5.8357
-8.4655,-13.185,-3.7461
-6.0712,-10.405,-1.737
-3.9567,-7.9649,0.051405
-2.1925,-5.8763,1.4913
-0.84515,-4.1645,2.4742
0.0069462,-2.9257,2.9395
0.31995,-2.2524,2.8923
0.14627,-2.1394,2.432
-0.34715,-2.4629,1.7686
-0.93335,-3.0256,1.1589
-1.4308,-3.635,0.77342
-1.7994,-4.2032,0.60435
-2.1668,-4.7848,0.45118
-2.7468,-5.508,0.014363
-3.6516,-6.4548,-0.84843
-4.6989,-7.5412,-1.8565
